DATASEGMENTID,TAISTARTTIME (TAI seconds since 1958-01-01),TAIENDTIME (TAI seconds since 1958-01-01),PARAMETERSETID,FOM,ISPENDING,INPLAYLIST,STATUS,NUMEVALCYCLES,SOURCEID,CREATETIME,FINISHTIME,OBS1NUMBUFS,OBS2NUMBUFS,OBS3NUMBUFS,OBS4NUMBUFS,OBS1ALLOCBUFS,OBS2ALLOCBUFS,OBS3ALLOCBUFS,OBS4ALLOCBUFS,OBS1REMFILES,OBS2REMFILES,OBS3REMFILES,OBS4REMFILES,DISCUSSION
97832,2062663620,2062663880,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60074,arogers(EVA),2023-05-15 03:50:23,2023-08-29 09:20:25,27,27,27,27,27,27,27,27,0,0,0,0,Bow shock
97836,2062755100,2062755170,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60073,arogers(EVA),2023-05-16 01:45:10,2023-08-29 11:25:19,8,8,8,8,8,8,8,8,0,0,0,0,sharp B rotation
97837,2062846220,2062846350,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 11:30:26,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97838,2062846360,2062846490,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 11:35:26,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97839,2062846500,2062846630,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 11:40:23,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97840,2062846640,2062846770,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 11:40:23,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97841,2062846780,2062846910,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 11:45:21,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97842,2062846920,2062847050,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 11:45:21,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97843,2062847060,2062847180,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 11:50:22,13,13,13,13,13,13,13,13,0,0,0,0,PartialBow Shock
97844,2062847190,2062847320,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 11:55:25,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97845,2062847330,2062847460,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 12:00:18,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97846,2062847470,2062847600,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 12:05:24,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97847,2062847610,2062847740,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 12:10:27,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97848,2062847750,2062847880,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 12:10:27,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97849,2062847890,2062848020,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60072,fwilder(EVA),2023-05-17 02:45:10,2023-08-29 12:10:27,14,14,14,14,14,14,14,14,0,0,0,0,PartialBow Shock
97898,2062928770,2062928810,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:15:18,5,5,5,5,5,5,5,5,0,0,0,0,Partial MP With Jet
97904,2062942250,2062942340,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:20:23,10,10,10,10,10,10,10,10,0,0,0,0,Short Partial MP With Jet
97905,2062942350,2062942450,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:35:15,11,11,11,11,11,11,11,11,0,0,0,0,Short Partial MP With Jet
97914,2062963340,2062963410,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:50:23,8,8,8,8,8,8,8,8,0,0,0,0,BS Crossing
97915,2062963420,2062963520,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,60071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:55:14,11,11,11,11,11,11,11,11,0,0,0,0,BS Crossing
97916,2062963530,2062963640,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:50:23,12,12,12,12,12,12,12,12,0,0,0,0,BS Crossing
97917,2062963650,2062963760,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:25:15,12,12,12,12,12,12,12,12,0,0,0,0,BS Crossing
97920,2062966970,2062967050,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:25:15,9,9,9,9,9,9,9,9,0,0,0,0,BS Crossing
97921,2062968060,2062968180,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:30:14,13,13,13,13,13,13,13,13,0,0,0,0,BS Crossing
97922,2062970010,2062970080,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:30:14,8,8,8,8,8,8,8,8,0,0,0,0,BS Crossing
97923,2062970350,2062970470,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:35:15,13,13,13,13,13,13,13,13,0,0,0,0,BS Crossing
97924,2062970850,2062970900,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:40:15,6,6,6,6,6,6,6,6,0,0,0,0,BS Crossing
97925,2062972930,2062973050,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:45:26,13,13,13,13,13,13,13,13,0,0,0,0,BS Crossing
97926,2062973060,2062973190,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:11,2023-08-29 12:45:26,14,14,14,14,14,14,14,14,0,0,0,0,BS Crossing
97927,2062973200,2062973320,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50071,fwilder(EVA),2023-05-18 01:45:12,2023-08-29 12:45:26,13,13,13,13,13,13,13,13,0,0,0,0,BS Crossing
97944,2063118120,2063118250,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50069,fwilder(EVA),2023-05-20 18:35:11,2023-08-29 12:50:23,14,14,14,14,14,14,14,14,0,0,0,0,BS Crossing
97946,2063118390,2063118510,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50069,fwilder(EVA),2023-05-20 18:35:11,2023-08-29 13:05:14,13,13,13,13,13,13,13,13,0,0,0,0,BS Crossing
97947,2063118520,2063118650,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50069,fwilder(EVA),2023-05-20 18:35:11,2023-08-29 19:10:14,14,14,14,14,14,14,14,14,0,0,0,0,BS Crossing
97948,2063118660,2063118780,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50069,fwilder(EVA),2023-05-20 18:35:11,2023-08-29 19:15:12,13,13,13,13,13,13,13,13,0,0,0,0,BS Crossing
97949,2063118790,2063118920,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50069,fwilder(EVA),2023-05-20 18:35:11,2023-08-29 19:20:13,14,14,14,14,14,14,14,14,0,0,0,0,BS Crossing
97950,2063118930,2063118990,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,COMPLETE+FINISHED,50069,fwilder(EVA),2023-05-20 18:35:11,2023-08-29 19:20:13,7,7,7,7,7,7,7,7,0,0,0,0,BS Crossing
98011,2063285600,2063285720,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,61,fwilder(EVA),2023-05-22 03:05:22,2023-08-17 06:55:09,13,13,13,13,1,0,0,0,13,13,13,13,BS Crossing
98012,2063285730,2063285850,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,62,fwilder(EVA),2023-05-22 03:05:22,2023-08-20 03:10:08,13,13,13,13,3,0,0,1,13,13,13,13,BS Crossing
98013,2063285860,2063285990,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,62,fwilder(EVA),2023-05-22 03:05:22,2023-08-20 03:10:08,14,14,14,14,1,0,0,1,14,14,14,14,BS Crossing
98014,2063286000,2063286120,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,62,fwilder(EVA),2023-05-22 03:05:22,2023-08-20 03:10:08,13,13,13,13,3,0,0,2,13,13,13,13,BS Crossing
98016,2063448250,2063448370,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,61,hsalinas(EVA),2023-05-23 22:15:11,2023-08-20 03:10:08,13,13,13,13,1,0,0,1,13,13,13,13,Complete Bow Shock Crossing
98017,2063448380,2063448500,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,60,hsalinas(EVA),2023-05-23 22:15:11,2023-08-17 06:55:09,13,13,13,13,1,0,0,0,13,13,13,13,Complete Bow Shock Crossing
98018,2063448510,2063448640,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,61,hsalinas(EVA),2023-05-23 22:15:11,2023-08-20 03:10:08,14,14,14,14,2,0,0,2,14,14,14,14,Complete Bow Shock Crossing
98019,2063448650,2063448770,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,59,hsalinas(EVA),2023-05-23 22:15:11,2023-08-14 18:40:19,13,13,13,13,0,0,0,0,13,13,13,13,Complete Bow Shock Crossing
98020,2063448780,2063448900,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,61,hsalinas(EVA),2023-05-23 22:15:11,2023-08-20 03:10:08,13,13,13,13,2,0,0,1,13,13,13,13,Complete Bow Shock Crossing
98021,2063448910,2063449030,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,60,hsalinas(EVA),2023-05-23 22:15:11,2023-08-17 06:55:09,13,13,13,13,1,0,0,0,13,13,13,13,Complete Bow Shock Crossing
98022,2063449040,2063449170,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,60,hsalinas(EVA),2023-05-23 22:15:11,2023-08-17 06:55:09,14,14,14,14,2,0,0,0,14,14,14,14,Complete Bow Shock Crossing
98023,2063449180,2063449300,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,59,hsalinas(EVA),2023-05-23 22:15:11,2023-08-14 18:40:19,13,13,13,13,0,0,0,0,13,13,13,13,Complete Bow Shock Crossing
98067,2063573850,2063573990,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,59,hsalinas(EVA),2023-05-25 22:06:36,2023-08-17 06:55:09,15,15,15,15,3,0,0,0,15,15,15,15,Complete bow shock crossing
98070,2063575610,2063575740,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,60,hsalinas(EVA),2023-05-25 22:06:36,2023-08-20 03:10:08,14,14,14,14,2,0,0,1,14,14,14,14,Complete bow shock crossing
98071,2063575950,2063576060,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,59,hsalinas(EVA),2023-05-25 22:06:36,2023-08-17 06:55:09,12,12,12,12,2,0,0,0,12,12,12,12,2 bow shock crossings
98072,2063576070,2063576180,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,59,hsalinas(EVA),2023-05-25 22:06:36,2023-08-17 06:55:09,12,12,12,12,0,0,0,1,12,12,12,12,2 bow shock crossings
98073,2063577470,2063577580,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,60,hsalinas(EVA),2023-05-25 22:06:36,2023-08-20 03:10:08,12,12,12,12,2,0,0,1,12,12,12,12,A few bow shock crossings
98074,2063577590,2063577710,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,59,hsalinas(EVA),2023-05-25 22:06:36,2023-08-17 06:55:09,13,13,13,13,3,0,0,0,13,13,13,13,A few bow shock crossings
98159,2064061370,2064061510,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,55,moka(EVA),2023-05-31 13:20:10,2023-08-20 03:10:08,15,15,15,15,1,0,0,1,15,15,15,15,low shear magnetopause crossings
98161,2064064700,2064064910,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,55,moka(EVA),2023-05-31 13:20:10,2023-08-20 03:10:08,22,22,22,22,5,0,0,3,22,22,22,22,MP crossings
98180,2064145850,2064145990,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,46,moka(EVA),2023-06-01 04:55:10,2023-08-06 03:05:09,15,15,15,15,0,0,0,0,15,15,15,15,Extended MP crossing with KH-like fluctuations
98182,2064146150,2064146290,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,46,moka(EVA),2023-06-01 04:55:10,2023-08-06 03:05:09,15,15,15,15,0,0,0,0,15,15,15,15,Extended MP crossing with KH-like fluctuations
98184,2064146450,2064146590,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,46,moka(EVA),2023-06-01 04:55:10,2023-08-06 03:05:09,15,15,15,15,0,0,0,0,15,15,15,15,Extended MP crossing with KH-like fluctuations
98185,2064146600,2064146730,Revision: 1.10 ; parm_set: Revision: 1.121,90.0,0,0,DERELICT+FINISHED,46,moka(EVA),2023-06-01 04:55:10,2023-08-06 03:05:09,14,14,14,14,0,0,0,0,14,14,14,14,Extended MP crossing with KH-like fluctuations
98353,2064760410,2064760550,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,49,arogers(EVA),2023-06-09 02:50:30,2023-08-20 03:10:08,15,15,15,15,1,0,0,1,15,15,15,15,Partial MP crossing
98354,2064760560,2064760700,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,47,arogers(EVA),2023-06-09 02:50:30,2023-08-14 18:40:19,15,15,15,15,0,0,0,0,15,15,15,15,Partial MP crossing
98355,2064760710,2064760850,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,48,arogers(EVA),2023-06-09 02:50:30,2023-08-17 06:55:09,15,15,15,15,3,0,0,0,15,15,15,15,Partial MP crossing
98356,2064760860,2064761000,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,48,arogers(EVA),2023-06-09 02:50:30,2023-08-17 06:55:09,15,15,15,15,2,0,0,0,15,15,15,15,Partial MP crossing
98377,2064944160,2064944360,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,41,arogers(EVA),2023-06-11 03:55:31,2023-08-08 13:35:20,21,21,21,21,0,0,0,0,21,21,21,21,Bow shock
98390,2065068470,2065068580,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,40,arogers(EVA),2023-06-12 01:10:10,2023-08-08 13:35:20,12,12,12,12,0,0,0,0,12,12,12,12,Partial MP crossing
98393,2065112620,2065112720,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,46,arogers(EVA),2023-06-12 01:10:10,2023-08-20 03:10:08,11,11,11,11,11,0,0,2,11,11,11,11,Bow shock
98394,2065112730,2065112830,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,46,arogers(EVA),2023-06-12 01:10:10,2023-08-20 03:10:08,11,11,11,11,11,0,0,2,11,11,11,11,Bow shock
98395,2065113500,2065113620,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,45,arogers(EVA),2023-06-12 01:10:10,2023-08-17 06:55:09,13,13,13,13,13,0,0,0,13,13,13,13,Bow shock
98396,2065194750,2065194940,Revision: 1.10 ; parm_set: Revision: 1.121,101.0,0,0,COMPLETE+FINISHED,30023,svines(EVA),2023-06-13 13:55:09,2023-07-18 15:30:25,20,20,20,20,20,20,20,20,0,0,0,0,Quasi-perp bow shock with foreshock ions
98397,2065194950,2065195140,Revision: 1.10 ; parm_set: Revision: 1.121,101.0,0,0,COMPLETE+FINISHED,30023,svines(EVA),2023-06-13 13:55:10,2023-07-18 15:45:15,20,20,20,20,20,20,20,20,0,0,0,0,Quasi-perp bow shock with foreshock ions
98407,2065337960,2065338170,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,37,svines(EVA),2023-06-16 02:45:32,2023-08-08 13:35:20,22,22,22,22,0,0,0,8,22,22,22,22,Earthward fast flow and dipolarization
98408,2065338180,2065338380,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,37,svines(EVA),2023-06-16 02:45:32,2023-08-08 13:35:20,21,21,21,21,0,0,0,21,21,21,21,21,Earthward fast flow and dipolarization
98409,2065338390,2065338600,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,37,svines(EVA),2023-06-16 02:45:32,2023-08-08 13:35:20,22,22,22,22,0,0,0,1,22,22,22,22,Earthward fast flow and dipolarization
98410,2065338610,2065338810,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,21,svines(EVA),2023-06-16 02:45:32,2023-07-18 12:10:09,21,21,21,21,0,0,0,0,21,21,21,21,Earthward fast flow and dipolarization
98411,2065338820,2065339030,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,21,svines(EVA),2023-06-16 02:45:32,2023-07-18 12:10:09,22,22,22,22,0,0,0,0,22,22,22,22,Earthward fast flow and dipolarization
98412,2065366460,2065366650,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,21,svines(EVA),2023-06-16 02:45:32,2023-07-18 12:10:09,20,20,20,20,0,0,0,0,20,20,20,20,Low shear magnetopause crossing with large Vx reversal and small Vz jet and reversal
98413,2065366660,2065366850,Revision: 1.10 ; parm_set: Revision: 1.121,80.0,0,0,DERELICT+FINISHED,41,svines(EVA),2023-06-16 02:45:32,2023-08-14 18:40:19,20,20,20,20,5,0,0,19,20,20,20,20,Low shear magnetopause crossing with large Vx reversal and small Vz jet and reversal
98426,2065550480,2065550720,Revision: 1.10 ; parm_set: Revision: 1.121,95.0,0,0,DERELICT+FINISHED,38,svines(EVA),2023-06-17 13:10:18,2023-08-12 17:45:18,25,25,25,25,0,0,0,0,25,25,25,25,Oblique bow shock
98427,2065553200,2065553420,Revision: 1.10 ; parm_set: Revision: 1.121,95.0,0,0,DERELICT+FINISHED,36,svines(EVA),2023-06-17 13:10:18,2023-08-08 13:35:20,23,23,23,23,0,0,0,18,23,23,23,23,Oblique bow shock
98431,2065559970,2065560180,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,42,svines(EVA),2023-06-17 13:10:18,2023-08-20 03:10:08,22,22,22,22,3,0,0,4,22,22,22,22,Oblique bow shock with large energetic particle enhancements, coinciding with with CIR/HSS arrival
98432,2065561540,2065561700,Revision: 1.10 ; parm_set: Revision: 1.121,95.0,0,0,DERELICT+FINISHED,36,svines(EVA),2023-06-17 13:10:18,2023-08-08 13:35:20,17,17,17,17,0,0,0,17,17,17,17,17,Quasi-perp bow shock
98433,2065568710,2065568900,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,36,svines(EVA),2023-06-17 13:10:18,2023-08-08 13:35:20,20,20,20,20,0,0,0,20,20,20,20,20,Large enhancements of energetic He and O in sheath adjacent to bow shock
98434,2065568910,2065569100,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DERELICT+FINISHED,36,svines(EVA),2023-06-17 13:10:18,2023-08-08 13:35:20,20,20,20,20,0,0,0,20,20,20,20,20,Large enhancements of energetic He and O in sheath adjacent to bow shock
98435,2065569110,2065569300,Revision: 1.10 ; parm_set: Revision: 1.121,75.0,0,0,DEMOTED+FINISHED,40,svines(EVA),2023-06-17 13:10:18,2023-08-14 18:40:52,20,20,20,20,0,0,0,0,20,20,20,20,Large enhancements of energetic He and O in sheath adjacent to bow shock
98454,2065669430,2065669630,Revision: 1.10 ; parm_set: Revision: 1.121,45.0,0,0,DERELICT+FINISHED,21,svines(EVA),2023-06-19 12:55:10,2023-07-22 08:15:08,21,21,21,21,0,0,0,21,21,21,21,21,Deep B-min during partial magnetopause crossing
98467,2065653640,2065653690,Revision: 1.121,200.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,dskeberdis(EVA),2023-06-20 17:25:18,2023-08-22 00:15:10,6,6,6,6,0,6,6,0,6,0,0,6,FPI Burst Cal - Segment 1 (1431) - H3 - MSP
98468,2065680940,2065680990,Revision: 1.121,200.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,dskeberdis(EVA),2023-06-20 17:25:18,2023-08-22 00:15:10,6,6,6,6,0,6,6,0,6,0,0,6,FPI Burst Cal - Segment 2 (1431) - H3 - MSP
98471,2065846440,2065846470,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,34,stoledo(EVA),2023-06-21 17:40:09,2023-08-09 21:35:09,4,4,4,4,0,0,0,1,4,4,4,4,Thin unresolved magnetosheath CS with B mininum
98486,2065948120,2065948170,Revision: 1.121,200.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,dskeberdis(EVA),2023-06-23 20:10:17,2023-08-22 17:05:17,6,6,6,6,0,6,6,6,6,6,6,0,FPI Burst Cal - Segment 1 (1432) - H2 - MSP
98487,2065954480,2065954530,Revision: 1.121,200.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,dskeberdis(EVA),2023-06-23 20:10:18,2023-08-22 17:05:17,6,6,6,6,6,6,6,6,0,6,6,0,FPI Burst Cal - Segment 2 (1432) - H2 - MSP
98488,2065968040,2065968090,Revision: 1.121,200.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,dskeberdis(EVA),2023-06-23 20:10:18,2023-08-22 17:05:17,6,6,6,6,6,6,6,6,0,0,6,0,FPI Burst Cal - Segment 3 (1432) - H2 - MSP
98494,2066158270,2066158310,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,31,stoledo(EVA),2023-06-25 11:15:10,2023-08-08 13:35:20,5,5,5,5,0,0,0,0,5,5,5,5,Thin unresolved high shear magnetosheath CS
98495,2066161820,2066161870,Revision: 1.10 ; parm_set: Revision: 1.121,100.0,0,0,DERELICT+FINISHED,35,stoledo(EVA),2023-06-25 11:15:10,2023-08-14 18:40:19,6,6,6,6,0,0,0,0,6,6,6,6,Thin, unresolved high shear magnetosheath CS
98496,2066169270,2066169360,Revision: 1.10 ; parm_set: Revision: 1.121,175.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,stoledo(EVA),2023-06-25 11:15:10,2023-08-26 06:05:09,10,10,10,10,0,10,10,10,10,0,0,0,Full magnetopause crossing with -Vz jet
98497,2066169370,2066169470,Revision: 1.10 ; parm_set: Revision: 1.121,175.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,stoledo(EVA),2023-06-25 11:15:10,2023-08-26 06:05:09,11,11,11,11,0,11,11,11,11,0,0,0,Full magnetopause crossing with -Vz jet
98498,2066169480,2066169570,Revision: 1.10 ; parm_set: Revision: 1.121,175.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,stoledo(EVA),2023-06-25 11:15:10,2023-08-26 06:05:09,10,10,10,10,0,10,10,10,10,0,0,0,Full magnetopause crossing with -Vz jet
98501,2066306670,2066306800,Revision: 1.10 ; parm_set: Revision: 1.121,160.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,14,14,14,14,14,14,0,14,0,0,14,0,Complete mp crossing w B reversals
98502,2066306810,2066306940,Revision: 1.10 ; parm_set: Revision: 1.121,160.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,14,14,14,14,14,14,0,14,0,0,14,0,Complete mp crossing w B reversals
98503,2066306950,2066307080,Revision: 1.10 ; parm_set: Revision: 1.121,160.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,14,14,14,14,14,14,0,14,0,0,14,0,Complete mp crossing w B reversals
98504,2066307090,2066307220,Revision: 1.10 ; parm_set: Revision: 1.121,160.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,14,14,14,14,14,14,0,14,0,0,14,0,Complete mp crossing w B reversals
98505,2066307230,2066307360,Revision: 1.10 ; parm_set: Revision: 1.121,160.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,14,14,14,14,14,14,0,14,0,0,14,0,Complete mp crossing w B reversals
98506,2066310970,2066311110,Revision: 1.10 ; parm_set: Revision: 1.121,150.0,0,0,DERELICT+INCOMPLETE+FINISHED,210041,rrice(EVA),2023-06-27 14:00:10,2023-08-27 14:25:09,15,15,15,15,15,15,0,15,0,0,15,0,slow complete mp crossing with boundary layer
