DATASEGMENTID,TAISTARTTIME (TAI seconds since 1958-01-01),TAIENDTIME (TAI seconds since 1958-01-01),PARAMETERSETID,FOM,ISPENDING,INPLAYLIST,STATUS,NUMEVALCYCLES,SOURCEID,CREATETIME,FINISHTIME,OBS1NUMBUFS,OBS2NUMBUFS,OBS3NUMBUFS,OBS4NUMBUFS,OBS1ALLOCBUFS,OBS2ALLOCBUFS,OBS3ALLOCBUFS,OBS4ALLOCBUFS,OBS1REMFILES,OBS2REMFILES,OBS3REMFILES,OBS4REMFILES,DISCUSSION
99060,2069416840,2069416960,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-07 15:25:16,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99061,2069416970,2069417100,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-07 20:15:22,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99062,2069417110,2069417230,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-08 07:40:14,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99063,2069417240,2069417360,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-08 07:45:16,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99064,2069417370,2069417500,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-08 07:45:16,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99065,2069417510,2069417630,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,5,fwilder(EVA),2023-08-01 00:35:25,2023-08-08 07:50:26,13,13,13,13,13,13,13,13,0,0,0,0,BBF
99068,2069506230,2069506280,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,5,dskeberdis(EVA),2023-08-01 19:35:09,2023-08-07 20:10:23,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 4 (1443) - H3 - MSP
99069,2069550970,2069551020,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,5,dskeberdis(EVA),2023-08-01 19:35:10,2023-08-07 20:10:23,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1444) - H3 - MSP
99088,2069497640,2069497740,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,4,fwilder(EVA),2023-08-02 03:30:25,2023-08-08 07:55:13,11,11,11,11,11,11,11,11,0,0,0,0,BBF or Jet
99089,2069497750,2069497860,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,4,fwilder(EVA),2023-08-02 03:30:25,2023-08-08 08:00:15,12,12,12,12,12,12,12,12,0,0,0,0,BBF or Jet
99090,2069497870,2069497970,Revision: 1.10 ; parm_set: Revision: 1.121,125.0,0,0,COMPLETE+FINISHED,4,fwilder(EVA),2023-08-02 03:30:25,2023-08-08 08:00:15,11,11,11,11,11,11,11,11,0,0,0,0,BBF or Jet
99094,2069741440,2069741490,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,4,dskeberdis(EVA),2023-08-04 19:10:20,2023-08-07 20:10:23,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 2 (1444) - H2 - MSP
99095,2069818060,2069818110,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,4,dskeberdis(EVA),2023-08-04 19:10:20,2023-08-07 20:15:22,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 3 (1444) - H3 - MSP
99164,2069915920,2069915970,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,dskeberdis(EVA),2023-08-07 14:52:05,2023-08-08 05:15:20,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1445) - H3 - MSP
99180,2070107320,2070107370,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,kduff(EVA),2023-08-09 15:35:10,2023-08-12 02:15:19,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 3 (1445) - N3 - MSP
99301,2070418870,2070418920,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,kduff(EVA),2023-08-13 17:35:12,2023-08-14 18:05:23,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1446) - H3 - MSP
99302,2070429220,2070429270,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,kduff(EVA),2023-08-13 17:35:12,2023-08-14 18:05:23,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 2 (1446) - N3 - MSP
99318,2070343230,2070343360,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-13 17:55:11,2023-08-14 18:25:15,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99319,2070343370,2070343500,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-13 17:55:11,2023-08-14 18:35:14,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99320,2070343510,2070343650,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-14 19:20:12,15,15,15,15,15,15,15,15,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99321,2070343660,2070343790,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 05:35:16,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99322,2070343800,2070343930,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 05:35:16,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99323,2070343940,2070344070,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 05:40:15,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99324,2070344080,2070344220,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 05:45:13,15,15,15,15,15,15,15,15,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99325,2070344230,2070344360,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 06:55:17,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99326,2070344370,2070344500,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 12:10:14,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99327,2070344510,2070344640,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 12:15:24,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99328,2070344650,2070344790,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 12:20:16,15,15,15,15,15,15,15,15,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99329,2070344800,2070344930,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 12:20:16,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99330,2070344940,2070345070,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 12:30:16,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99331,2070345080,2070345210,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 12:30:16,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99332,2070345220,2070345360,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:11,2023-08-15 12:35:13,15,15,15,15,15,15,15,15,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99333,2070345370,2070345500,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,2,tienvo(EVA),2023-08-13 17:55:12,2023-08-15 13:25:14,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, mildly high ion flow, energetic ions
99342,2070358800,2070358930,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-13 17:55:12,2023-08-14 18:05:23,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, ion flow, high E &amp; E fluctuations
99343,2070358940,2070359080,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-13 17:55:12,2023-08-14 18:15:13,15,15,15,15,15,15,15,15,0,0,0,0,PSBL crossing, ion flow, high E &amp; E fluctuations
99344,2070359090,2070359220,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-13 17:55:12,2023-08-14 18:15:13,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, ion flow, high E &amp; E fluctuations
99345,2070359230,2070359360,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-13 17:55:12,2023-08-14 18:25:15,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, ion flow, high E &amp; E fluctuations
99346,2070359370,2070359510,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-13 17:55:12,2023-08-14 18:25:15,15,15,15,15,15,15,15,15,0,0,0,0,PSBL crossing, ion flow, high E &amp; E fluctuations
99347,2070359520,2070359650,Revision: 1.10 ; parm_set: Revision: 1.121,120.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-13 17:55:12,2023-08-14 18:25:15,14,14,14,14,14,14,14,14,0,0,0,0,PSBL crossing, ion flow, high E &amp; E fluctuations
99435,2070480800,2070480940,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 13:30:25,15,15,15,15,15,15,15,15,0,0,0,0,BBF
99436,2070480950,2070481080,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 13:35:15,14,14,14,14,14,14,14,14,0,0,0,0,BBF
99437,2070481090,2070481230,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 13:40:12,15,15,15,15,15,15,15,15,0,0,0,0,BBF
99441,2070495110,2070495250,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 07:35:15,15,15,15,15,15,15,15,15,0,0,0,0,Strong BBF &amp; E turbulence
99442,2070495260,2070495400,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 07:40:20,15,15,15,15,15,15,15,15,0,0,0,0,Strong BBF &amp; E turbulence
99443,2070495410,2070495550,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 07:50:17,15,15,15,15,15,15,15,15,0,0,0,0,Strong BBF &amp; E turbulence
99444,2070495560,2070495700,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 07:55:15,15,15,15,15,15,15,15,15,0,0,0,0,Strong BBF &amp; E turbulence
99445,2070495710,2070495850,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 08:00:12,15,15,15,15,15,15,15,15,0,0,0,0,Strong BBF &amp; E turbulence
99446,2070496740,2070496870,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 08:00:12,14,14,14,14,14,14,14,14,0,0,0,0,Strong BBF &amp; E turbulence
99447,2070496880,2070497000,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 08:00:12,13,13,13,13,13,13,13,13,0,0,0,0,Strong BBF &amp; E turbulence
99448,2070497010,2070497140,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 08:05:16,14,14,14,14,14,14,14,14,0,0,0,0,Strong BBF &amp; E turbulence
99449,2070497150,2070497280,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:24,2023-08-15 08:15:15,14,14,14,14,14,14,14,14,0,0,0,0,Strong BBF &amp; E turbulence
99450,2070497290,2070497410,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 08:15:15,13,13,13,13,13,13,13,13,0,0,0,0,Strong BBF &amp; E turbulence
99451,2070497420,2070497550,Revision: 1.10 ; parm_set: Revision: 1.121,140.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 08:15:15,14,14,14,14,14,14,14,14,0,0,0,0,Strong BBF &amp; E turbulence
99452,2070508040,2070508170,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 13:40:12,14,14,14,14,14,14,14,14,0,0,0,0,Ion reversal &amp; E turbulence, possible Xline traversal but MMS is too high in the lobe
99453,2070508180,2070508320,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 13:45:15,15,15,15,15,15,15,15,15,0,0,0,0,Ion reversal &amp; E turbulence, possible Xline traversal but MMS is too high in the lobe
99454,2070508330,2070508460,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 13:50:15,14,14,14,14,14,14,14,14,0,0,0,0,Ion reversal &amp; E turbulence, possible Xline traversal but MMS is too high in the lobe
99455,2070508470,2070508610,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 20:15:12,15,15,15,15,15,15,15,15,0,0,0,0,Ion reversal &amp; E turbulence, possible Xline traversal but MMS is too high in the lobe
99456,2070508620,2070508750,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 20:20:15,14,14,14,14,14,14,14,14,0,0,0,0,Ion reversal &amp; E turbulence, possible Xline traversal but MMS is too high in the lobe
99457,2070508760,2070508900,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 20:15:12,15,15,15,15,15,15,15,15,0,0,0,0,Ion reversal &amp; E turbulence, possible Xline traversal but MMS is too high in the lobe
99458,2070508910,2070509040,Revision: 1.10 ; parm_set: Revision: 1.121,110.0,0,0,COMPLETE+FINISHED,1,tienvo(EVA),2023-08-14 18:40:25,2023-08-15 20:20:15,14,14,14,14,14,14,14,14,0,0,0,0,Ion reversal &amp; E turbulence, possible Xline traversal but MMS is too high in the lobe
99521,2070715540,2070715590,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,dskeberdis(EVA),2023-08-17 14:45:10,2023-08-21 10:20:14,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 2 (1447) - H2 - MSP
99522,2070732760,2070732810,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,dskeberdis(EVA),2023-08-17 14:45:10,2023-08-21 10:20:14,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 3 (1447) - H2 - MSP
99523,2070768390,2070768440,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,dskeberdis(EVA),2023-08-17 14:45:10,2023-08-21 10:20:14,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1448) - H3 - MSP
99528,2071028530,2071028940,Revision: 1.11 ; parm_set: Revision: 1.121,74.466,0,0,HELD+trimmed+subsumed+OBSOLETE,2,ABS,2023-08-20 03:10:09,2023-08-22 00:15:12,0,0,0,0,0,0,0,0,0,0,0,0,
99529,2071028980,2071029340,Revision: 1.11 ; parm_set: Revision: 1.121,76.857,0,0,HELD+subsumed+OBSOLETE,2,ABS,2023-08-20 03:10:09,2023-08-22 00:15:12,0,0,0,0,0,0,0,0,0,0,0,0,
99532,2071030060,2071030110,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,dskeberdis(EVA),2023-08-20 14:25:09,2023-08-21 15:30:14,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 3 (1448) - H2 - MSP
99533,2071035160,2071035210,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,dskeberdis(EVA),2023-08-20 14:25:09,2023-08-21 15:30:14,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 4 (1448) - H2 - MSP
99534,2071072730,2071072780,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,dskeberdis(EVA),2023-08-20 14:25:09,2023-08-21 15:30:14,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1449) - H2 - MSP
99535,2071094800,2071094850,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,dskeberdis(EVA),2023-08-20 14:25:09,2023-08-21 15:35:16,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 2 (1449) - H4 - MSP
99538,2071028670,2071028800,Revision: 1.11 ; parm_set: Revision: 1.121,80.0,0,0,new+subsumed+OBSOLETE,1,arogers(EVA),2023-08-22 00:15:11,2023-08-22 00:15:12,0,0,0,0,0,0,0,0,0,0,0,0,PSBL ion flow including plasma sheet
99581,2071336490,2071336540,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,2,kduff(EVA),2023-08-23 19:45:09,2023-08-26 11:15:15,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 4 (1449) - H3 - MSP
99604,2071623530,2071623580,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,kduff(EVA),2023-08-28 03:55:09,2023-08-28 16:30:15,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 2 (1450) - H3 - MSP
99605,2071639660,2071639710,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,kduff(EVA),2023-08-28 03:55:09,2023-08-28 16:30:15,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 3 (1450) - H3 - MSP
99606,2071671740,2071671790,Revision: 1.121,200.0,0,0,COMPLETE+FINISHED,1,kduff(EVA),2023-08-28 03:55:09,2023-08-28 16:35:15,6,6,6,6,6,6,6,6,0,0,0,0,FPI Burst Cal - Segment 1 (1451) - H3 - MSP
99634,2071675220,2071675330,Revision: 1.11 ; parm_set: Revision: 1.121,5.0,0,0,DELETED+FINISHED,1,moka(EVA),2023-08-28 19:00:24,2023-08-28 23:30:21,-1,12,12,12,0,0,0,0,0,12,12,12,test spacecraft selection (MMS 2,3,4)
